Line,Purpose,Trait,Field_experiment
2MS16_4161-067,Experimental,DON_low_Vg,FHB
2MS16_4161-068,Experimental,DON_low_Vg,FHB
2MS16_4161-069,Experimental,DON_low_Vg,FHB
2MS16_4161-070,Experimental,DON_low_Vg,FHB
2MS16_4161-071,Experimental,DON_low_Vg,FHB
2MS16_4161-072,Experimental,DON_low_Vg,FHB
2MS16_4161-073,Experimental,DON_low_Vg,FHB
2MS16_4161-074,Experimental,DON_low_Vg,FHB
2MS16_4161-075,Experimental,DON_low_Vg,FHB
2MS16_4161-076,Experimental,DON_low_Vg,FHB
2MS16_4161-077,Experimental,DON_low_Vg,FHB
2MS16_4161-078,Experimental,DON_low_Vg,FHB
2MS16_4161-079,Experimental,DON_low_Vg,FHB
2MS16_4161-080,Experimental,DON_low_Vg,FHB
2MS16_4161-081,Experimental,DON_low_Vg,FHB
2MS16_4161-082,Experimental,DON_low_Vg,FHB
2MS16_4161-083,Experimental,DON_low_Vg,FHB
2MS16_4161-084,Experimental,DON_low_Vg,FHB
2MS16_4161-085,Experimental,DON_low_Vg,FHB
2MS16_4161-086,Experimental,DON_low_Vg,FHB
2MS16_4161-087,Experimental,DON_low_Vg,FHB
2MS16_4161-088,Experimental,DON_low_Vg,FHB
2MS16_4161-089,Experimental,DON_low_Vg,FHB
2MS16_4161-090,Experimental,DON_low_Vg,FHB
2MS16_4161-091,Experimental,DON_low_Vg,FHB
2MS16_4161-092,Experimental,DON_low_Vg,FHB
2MS16_4161-093,Experimental,DON_low_Vg,FHB
2MS16_4161-094,Experimental,DON_low_Vg,FHB
2MS16_4161-095,Experimental,DON_low_Vg,FHB
2MS16_4161-096,Experimental,DON_low_Vg,FHB
2MS16_4161-097,Experimental,DON_low_Vg,FHB
2MS16_4161-098,Experimental,DON_low_Vg,FHB
2MS16_4161-099,Experimental,DON_low_Vg,FHB
2MS16_4161-100,Experimental,DON_low_Vg,FHB
2MS16_4161-101,Experimental,DON_low_Vg,FHB
2MS16_4161-102,Experimental,DON_low_Vg,FHB
2MS16_4161-103,Experimental,DON_low_Vg,FHB
2MS16_4161-104,Experimental,DON_low_Vg,FHB
2MS16_4161-105,Experimental,DON_low_Vg,FHB
2MS16_4161-106,Experimental,DON_low_Vg,FHB
2MS16_4161-107,Experimental,DON_low_Vg,FHB
2MS16_4161-108,Experimental,DON_low_Vg,FHB
2MS16_4161-109,Experimental,DON_low_Vg,FHB
2MS16_4161-110,Experimental,DON_low_Vg,FHB
2MS16_4161-111,Experimental,DON_low_Vg,FHB
2MS16_4161-112,Experimental,DON_low_Vg,FHB
2MS16_4161-113,Experimental,DON_low_Vg,FHB
2MS16_4161-114,Experimental,DON_low_Vg,FHB
2MS16_4161-115,Experimental,DON_low_Vg,FHB
2MS16_4161-116,Experimental,DON_low_Vg,FHB
2MS16_4161-117,Experimental,DON_low_Vg,FHB
2MS16_4161-118,Experimental,DON_low_Vg,FHB
2MS16_4161-119,Experimental,DON_low_Vg,FHB
2MS16_4161-120,Experimental,DON_low_Vg,FHB
2MS16_4161-121,Experimental,DON_low_Vg,FHB
2MS16_4161-122,Experimental,DON_low_Vg,FHB
2MS16_4161-123,Experimental,DON_low_Vg,FHB
2MS16_4161-124,Experimental,DON_low_Vg,FHB
2MS16_4161-125,Experimental,DON_low_Vg,FHB
2MS16_4161-126,Experimental,DON_low_Vg,FHB
2MS16_4161-127,Experimental,DON_low_Vg,FHB
2MS16_4161-128,Experimental,DON_low_Vg,FHB
2MS16_4161-129,Experimental,DON_low_Vg,FHB
2MS16_4161-130,Experimental,DON_low_Vg,FHB
2MS16_4161-131,Experimental,DON_low_Vg,FHB
2MS16_4161-132,Experimental,DON_low_Vg,FHB
2MS16_4161-133,Experimental,DON_low_Vg,FHB
2MS16_4161-134,Experimental,DON_low_Vg,FHB
2MS16_4161-135,Experimental,DON_low_Vg,FHB
2MS16_4161-136,Experimental,DON_low_Vg,FHB
2MS16_4161-137,Experimental,DON_low_Vg,FHB
2MS16_4161-138,Experimental,DON_low_Vg,FHB
2MS16_4161-139,Experimental,DON_low_Vg,FHB
2MS16_4161-140,Experimental,DON_low_Vg,FHB
2MS16_4161-141,Experimental,DON_low_Vg,FHB
2MS16_4161-142,Experimental,DON_low_Vg,FHB
2MS16_4161-143,Experimental,DON_low_Vg,FHB
2MS16_4161-144,Experimental,DON_low_Vg,FHB
2MS16_4161-145,Experimental,DON_low_Vg,FHB
2MS16_4161-146,Experimental,DON_low_Vg,FHB
2MS16_4161-147,Experimental,DON_low_Vg,FHB
2MS16_4161-148,Experimental,DON_low_Vg,FHB
2MS16_4161-149,Experimental,DON_low_Vg,FHB
2MS16_4161-150,Experimental,DON_low_Vg,FHB
2MS16_4161-151,Experimental,DON_low_Vg,FHB
2MS16_4161-152,Experimental,DON_low_Vg,FHB
2MS16_4161-153,Experimental,DON_low_Vg,FHB
2MS16_4161-154,Experimental,DON_low_Vg,FHB
2MS16_4161-155,Experimental,DON_low_Vg,FHB
2MS16_4161-156,Experimental,DON_low_Vg,FHB
2MS16_4161-157,Experimental,DON_low_Vg,FHB
2MS16_4161-158,Experimental,DON_low_Vg,FHB
2MS16_4161-159,Experimental,DON_low_Vg,FHB
2MS16_4161-160,Experimental,DON_low_Vg,FHB
2MS16_4174-001,Experimental,DON_low_Vg,FHB
2MS16_4174-002,Experimental,DON_low_Vg,FHB
2MS16_4174-003,Experimental,DON_low_Vg,FHB
2MS16_4174-004,Experimental,DON_low_Vg,FHB
2MS16_4174-005,Experimental,DON_low_Vg,FHB
2MS16_4174-006,Experimental,DON_low_Vg,FHB
2MS16_4174-007,Experimental,DON_low_Vg,FHB
2MS16_4174-008,Experimental,DON_low_Vg,FHB
2MS16_4174-009,Experimental,DON_low_Vg,FHB
2MS16_4174-010,Experimental,DON_low_Vg,FHB
2MS16_4174-011,Experimental,DON_low_Vg,FHB
2MS16_4174-012,Experimental,DON_low_Vg,FHB
2MS16_4174-013,Experimental,DON_low_Vg,FHB
2MS16_4174-014,Experimental,DON_low_Vg,FHB
2MS16_4174-015,Experimental,DON_low_Vg,FHB
2MS16_4174-016,Experimental,DON_low_Vg,FHB
2MS16_4174-017,Experimental,DON_low_Vg,FHB
2MS16_4174-018,Experimental,DON_low_Vg,FHB
2MS16_4174-019,Experimental,DON_low_Vg,FHB
2MS16_4174-020,Experimental,DON_low_Vg,FHB
2MS16_4174-021,Experimental,DON_low_Vg,FHB
2MS16_4174-022,Experimental,DON_low_Vg,FHB
2MS16_4174-023,Experimental,DON_low_Vg,FHB
2MS16_4174-024,Experimental,DON_low_Vg,FHB
2MS16_4174-025,Experimental,DON_low_Vg,FHB
2MS16_4174-026,Experimental,DON_low_Vg,FHB
2MS16_4174-027,Experimental,DON_low_Vg,FHB
2MS16_4174-028,Experimental,DON_low_Vg,FHB
2MS16_4174-029,Experimental,DON_low_Vg,FHB
2MS16_4174-030,Experimental,DON_low_Vg,FHB
2MS16_4174-031,Experimental,DON_low_Vg,FHB
2MS16_4174-032,Experimental,DON_low_Vg,FHB
2MS16_4174-033,Experimental,DON_low_Vg,FHB
2MS16_4174-034,Experimental,DON_low_Vg,FHB
2MS16_4174-035,Experimental,DON_low_Vg,FHB
2MS16_4174-036,Experimental,DON_low_Vg,FHB
2MS16_4174-037,Experimental,DON_low_Vg,FHB
2MS16_4174-038,Experimental,DON_low_Vg,FHB
2MS16_4174-039,Experimental,DON_low_Vg,FHB
2MS16_4174-040,Experimental,DON_low_Vg,FHB
2MS16_4174-041,Experimental,DON_low_Vg,FHB
2MS16_4174-042,Experimental,DON_low_Vg,FHB
2MS16_4174-043,Experimental,DON_low_Vg,FHB
2MS16_4174-044,Experimental,DON_low_Vg,FHB
2MS16_4174-045,Experimental,DON_low_Vg,FHB
2MS16_4174-046,Experimental,DON_low_Vg,FHB
2MS16_4174-047,Experimental,DON_low_Vg,FHB
2MS16_4174-048,Experimental,DON_low_Vg,FHB
2MS16_4174-049,Experimental,DON_low_Vg,FHB
2MS16_4174-050,Experimental,DON_low_Vg,FHB
2MS16_4174-051,Experimental,DON_low_Vg,FHB
2MS16_4174-052,Experimental,DON_low_Vg,FHB
2MS16_4174-053,Experimental,DON_low_Vg,FHB
2MS16_4174-054,Experimental,DON_low_Vg,FHB
2MS16_4174-055,Experimental,DON_low_Vg,FHB
2MS16_4174-056,Experimental,DON_low_Vg,FHB
2MS16_4174-057,Experimental,DON_low_Vg,FHB
2MS16_4174-058,Experimental,DON_low_Vg,FHB
2MS16_4174-059,Experimental,DON_low_Vg,FHB
2MS16_4174-060,Experimental,DON_low_Vg,FHB
2MS16_4174-061,Experimental,DON_low_Vg,FHB
2MS16_4174-062,Experimental,DON_low_Vg,FHB
2MS16_4174-063,Experimental,DON_low_Vg,FHB
2MS16_4174-064,Experimental,DON_low_Vg,FHB
2MS16_4174-065,Experimental,DON_low_Vg,FHB
2MS16_4174-066,Experimental,DON_low_Vg,FHB
2MS16_4174-067,Experimental,DON_low_Vg,FHB
2MS16_4174-068,Experimental,DON_low_Vg,FHB
2MS16_4174-069,Experimental,DON_low_Vg,FHB
2MS16_4174-070,Experimental,DON_low_Vg,FHB
2MS16_4174-071,Experimental,DON_low_Vg,FHB
2MS16_4174-072,Experimental,DON_low_Vg,FHB
2MS16_4174-073,Experimental,DON_low_Vg,FHB
2MS16_4174-074,Experimental,DON_low_Vg,FHB
2MS16_4174-075,Experimental,DON_low_Vg,FHB
2MS16_4174-076,Experimental,DON_low_Vg,FHB
2MS16_4174-077,Experimental,DON_low_Vg,FHB
2MS16_4174-078,Experimental,DON_low_Vg,FHB
2MS16_4174-079,Experimental,DON_low_Vg,FHB
2MS16_4174-080,Experimental,DON_low_Vg,FHB
2MS16_4174-081,Experimental,DON_low_Vg,FHB
2MS16_4174-082,Experimental,DON_low_Vg,FHB
2MS16_4174-083,Experimental,DON_low_Vg,FHB
2MS16_4174-084,Experimental,DON_low_Vg,FHB
2MS16_4174-085,Experimental,DON_low_Vg,FHB
2MS16_4174-086,Experimental,DON_low_Vg,FHB
2MS16_4174-087,Experimental,DON_low_Vg,FHB
2MS16_4174-088,Experimental,DON_low_Vg,FHB
2MS16_4174-089,Experimental,DON_low_Vg,FHB
2MS16_4174-090,Experimental,DON_low_Vg,FHB
2MS16_4174-091,Experimental,DON_low_Vg,FHB
2MS16_4174-092,Experimental,DON_low_Vg,FHB
2MS16_4174-093,Experimental,DON_low_Vg,FHB
2MS16_4174-094,Experimental,DON_low_Vg,FHB
2MS16_4174-095,Experimental,DON_low_Vg,FHB
2MS16_4174-096,Experimental,DON_low_Vg,FHB
2MS16_4174-097,Experimental,DON_low_Vg,FHB
2MS16_4174-098,Experimental,DON_low_Vg,FHB
2MS16_4174-099,Experimental,DON_low_Vg,FHB
2MS16_4174-100,Experimental,DON_low_Vg,FHB
2MS16_4174-101,Experimental,DON_low_Vg,FHB
2MS16_4174-102,Experimental,DON_low_Vg,FHB
2MS16_4174-103,Experimental,DON_low_Vg,FHB
2MS16_4174-104,Experimental,DON_low_Vg,FHB
2MS16_4174-105,Experimental,DON_low_Vg,FHB
2MS16_4174-106,Experimental,DON_low_Vg,FHB
2MS16_4174-107,Experimental,DON_low_Vg,FHB
2MS16_4174-108,Experimental,DON_low_Vg,FHB
2MS16_4174-109,Experimental,DON_low_Vg,FHB
2MS16_4174-110,Experimental,DON_low_Vg,FHB
2MS16_4174-111,Experimental,DON_low_Vg,FHB
2MS16_4174-112,Experimental,DON_low_Vg,FHB
2MS16_4174-113,Experimental,DON_low_Vg,FHB
2MS16_4174-114,Experimental,DON_low_Vg,FHB
2MS16_4174-115,Experimental,DON_low_Vg,FHB
2MS16_4174-116,Experimental,DON_low_Vg,FHB
2MS16_4174-117,Experimental,DON_low_Vg,FHB
2MS16_4174-118,Experimental,DON_low_Vg,FHB
2MS16_4174-119,Experimental,DON_low_Vg,FHB
2MS16_4174-120,Experimental,DON_low_Vg,FHB
2MS16_4174-121,Experimental,DON_low_Vg,FHB
2MS16_4174-122,Experimental,DON_low_Vg,FHB
2MS16_4174-123,Experimental,DON_low_Vg,FHB
2MS16_4174-124,Experimental,DON_low_Vg,FHB
2MS16_4174-125,Experimental,DON_low_Vg,FHB
2MS16_4174-126,Experimental,DON_low_Vg,FHB
2MS16_4174-127,Experimental,DON_low_Vg,FHB
2MS16_4174-128,Experimental,DON_low_Vg,FHB
2MS16_4174-129,Experimental,DON_low_Vg,FHB
2MS16_4174-130,Experimental,DON_low_Vg,FHB
2MS16_4174-131,Experimental,DON_low_Vg,FHB
2MS16_4174-132,Experimental,DON_low_Vg,FHB
2MS16_4174-133,Experimental,DON_low_Vg,FHB
2MS16_4174-134,Experimental,DON_low_Vg,FHB
2MS16_4174-135,Experimental,DON_low_Vg,FHB
2MS16_4174-136,Experimental,DON_low_Vg,FHB
2MS16_4174-137,Experimental,DON_low_Vg,FHB
2MS16_4174-138,Experimental,DON_low_Vg,FHB
2MS16_4174-139,Experimental,DON_low_Vg,FHB
2MS16_4174-140,Experimental,DON_low_Vg,FHB
2MS16_4174-141,Experimental,DON_low_Vg,FHB
2MS16_4174-142,Experimental,DON_low_Vg,FHB
2MS16_4174-143,Experimental,DON_low_Vg,FHB
2MS16_4174-144,Experimental,DON_low_Vg,FHB
2MS16_4174-145,Experimental,DON_low_Vg,FHB
2MS16_4174-146,Experimental,DON_low_Vg,FHB
2MS16_4174-147,Experimental,DON_low_Vg,FHB
2MS16_4174-148,Experimental,DON_low_Vg,FHB
2MS16_4174-149,Experimental,DON_low_Vg,FHB
2MS16_4174-150,Experimental,DON_low_Vg,FHB
2MS16_4174-151,Experimental,DON_low_Vg,FHB
2MS16_4174-152,Experimental,DON_low_Vg,FHB
2MS16_4174-153,Experimental,DON_low_Vg,FHB
2MS16_4174-154,Experimental,DON_low_Vg,FHB
2MS16_4175-001,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-002,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-003,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-004,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-005,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-006,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-007,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-008,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-009,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-010,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-011,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-012,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-013,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-014,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-015,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-016,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-017,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-018,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-019,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-020,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-021,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-022,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-023,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-024,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-025,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-026,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-027,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-028,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-029,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-030,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-031,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-032,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-033,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-034,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-035,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-036,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-037,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-038,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-039,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-040,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-041,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-042,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-043,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-044,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-045,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-046,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-047,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-048,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-049,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-050,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-051,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-052,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-053,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-054,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-055,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-056,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-057,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-058,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-059,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-060,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-061,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-062,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-063,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-064,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-065,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-066,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-067,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-068,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-069,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-070,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-071,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-072,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-073,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-074,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-075,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-076,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-077,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-078,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-079,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-080,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-081,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-082,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-083,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-084,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-085,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-086,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-087,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-088,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-089,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-090,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-091,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-092,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-093,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-094,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-095,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-096,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-097,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-098,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-099,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4175-100,Experimental,HD_DON_high_pos_corr,FHB
2MS16_4140-001,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-002,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-003,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-004,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-005,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-006,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-007,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-008,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-009,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-010,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-011,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-012,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-013,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-014,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-015,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-016,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-017,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-018,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-019,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-020,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-021,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-022,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-023,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-024,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-025,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-026,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-027,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-028,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-029,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-030,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-031,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-032,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-033,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-034,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-035,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-036,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-037,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-038,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-039,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-040,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-041,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-042,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-043,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-044,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-045,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-046,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-047,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-048,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-049,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-050,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-051,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-052,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-053,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-054,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-055,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-056,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-057,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4140-058,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-001,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-002,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-003,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-004,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-005,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-006,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-007,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-008,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-009,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-010,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-011,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-012,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-013,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-014,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-015,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-016,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-017,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-018,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-019,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-020,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-021,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-022,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-023,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-024,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-025,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-026,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-027,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-028,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-029,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-030,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-031,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-032,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-033,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-034,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-035,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-036,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-037,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-038,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-039,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-040,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-041,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-042,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-043,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-044,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-045,Experimental,Yield_DON_no_corr,FHB-Short_row
