Line,Purpose,Trait,Field_experiment
2MS16_4133-081,Experimental,Height_high_Vg,Short_row
2MS16_4133-082,Experimental,Height_high_Vg,Short_row
2MS16_4133-083,Experimental,Height_high_Vg,Short_row
2MS16_4133-084,Experimental,Height_high_Vg,Short_row
2MS16_4133-085,Experimental,Height_high_Vg,Short_row
2MS16_4133-086,Experimental,Height_high_Vg,Short_row
2MS16_4133-087,Experimental,Height_high_Vg,Short_row
2MS16_4133-088,Experimental,Height_high_Vg,Short_row
2MS16_4133-089,Experimental,Height_high_Vg,Short_row
2MS16_4133-090,Experimental,Height_high_Vg,Short_row
2MS16_4133-091,Experimental,Height_high_Vg,Short_row
2MS16_4133-092,Experimental,Height_high_Vg,Short_row
2MS16_4133-093,Experimental,Height_high_Vg,Short_row
2MS16_4133-094,Experimental,Height_high_Vg,Short_row
2MS16_4133-095,Experimental,Height_high_Vg,Short_row
2MS16_4133-096,Experimental,Height_high_Vg,Short_row
2MS16_4133-097,Experimental,Height_high_Vg,Short_row
2MS16_4133-098,Experimental,Height_high_Vg,Short_row
2MS16_4133-099,Experimental,Height_high_Vg,Short_row
2MS16_4133-100,Experimental,Height_high_Vg,Short_row
2MS16_4133-101,Experimental,Height_high_Vg,Short_row
2MS16_4133-102,Experimental,Height_high_Vg,Short_row
2MS16_4133-103,Experimental,Height_high_Vg,Short_row
2MS16_4133-104,Experimental,Height_high_Vg,Short_row
2MS16_4133-105,Experimental,Height_high_Vg,Short_row
2MS16_4133-106,Experimental,Height_high_Vg,Short_row
2MS16_4133-107,Experimental,Height_high_Vg,Short_row
2MS16_4133-108,Experimental,Height_high_Vg,Short_row
2MS16_4133-109,Experimental,Height_high_Vg,Short_row
2MS16_4133-110,Experimental,Height_high_Vg,Short_row
2MS16_4133-111,Experimental,Height_high_Vg,Short_row
2MS16_4133-112,Experimental,Height_high_Vg,Short_row
2MS16_4133-113,Experimental,Height_high_Vg,Short_row
2MS16_4133-114,Experimental,Height_high_Vg,Short_row
2MS16_4133-115,Experimental,Height_high_Vg,Short_row
2MS16_4133-116,Experimental,Height_high_Vg,Short_row
2MS16_4133-117,Experimental,Height_high_Vg,Short_row
2MS16_4133-118,Experimental,Height_high_Vg,Short_row
2MS16_4133-119,Experimental,Height_high_Vg,Short_row
2MS16_4133-120,Experimental,Height_high_Vg,Short_row
2MS16_4133-121,Experimental,Height_high_Vg,Short_row
2MS16_4133-122,Experimental,Height_high_Vg,Short_row
2MS16_4133-123,Experimental,Height_high_Vg,Short_row
2MS16_4133-124,Experimental,Height_high_Vg,Short_row
2MS16_4133-125,Experimental,Height_high_Vg,Short_row
2MS16_4133-126,Experimental,Height_high_Vg,Short_row
2MS16_4133-127,Experimental,Height_high_Vg,Short_row
2MS16_4133-128,Experimental,Height_high_Vg,Short_row
2MS16_4133-129,Experimental,Height_high_Vg,Short_row
2MS16_4133-130,Experimental,Height_high_Vg,Short_row
2MS16_4133-131,Experimental,Height_high_Vg,Short_row
2MS16_4133-132,Experimental,Height_high_Vg,Short_row
2MS16_4133-133,Experimental,Height_high_Vg,Short_row
2MS16_4133-134,Experimental,Height_high_Vg,Short_row
2MS16_4133-135,Experimental,Height_high_Vg,Short_row
2MS16_4133-136,Experimental,Height_high_Vg,Short_row
2MS16_4133-137,Experimental,Height_high_Vg,Short_row
2MS16_4133-138,Experimental,Height_high_Vg,Short_row
2MS16_4133-139,Experimental,Height_high_Vg,Short_row
2MS16_4133-140,Experimental,Height_high_Vg,Short_row
2MS16_4133-141,Experimental,Height_high_Vg,Short_row
2MS16_4133-142,Experimental,Height_high_Vg,Short_row
2MS16_4133-143,Experimental,Height_high_Vg,Short_row
2MS16_4133-144,Experimental,Height_high_Vg,Short_row
2MS16_4134-001,Experimental,Height_high_Vg,Short_row
2MS16_4134-002,Experimental,Height_high_Vg,Short_row
2MS16_4134-003,Experimental,Height_high_Vg,Short_row
2MS16_4134-004,Experimental,Height_high_Vg,Short_row
2MS16_4134-005,Experimental,Height_high_Vg,Short_row
2MS16_4134-006,Experimental,Height_high_Vg,Short_row
2MS16_4134-007,Experimental,Height_high_Vg,Short_row
2MS16_4134-008,Experimental,Height_high_Vg,Short_row
2MS16_4134-009,Experimental,Height_high_Vg,Short_row
2MS16_4134-010,Experimental,Height_high_Vg,Short_row
2MS16_4134-011,Experimental,Height_high_Vg,Short_row
2MS16_4134-012,Experimental,Height_high_Vg,Short_row
2MS16_4134-013,Experimental,Height_high_Vg,Short_row
2MS16_4134-014,Experimental,Height_high_Vg,Short_row
2MS16_4134-015,Experimental,Height_high_Vg,Short_row
2MS16_4134-016,Experimental,Height_high_Vg,Short_row
2MS16_4134-017,Experimental,Height_high_Vg,Short_row
2MS16_4134-018,Experimental,Height_high_Vg,Short_row
2MS16_4134-019,Experimental,Height_high_Vg,Short_row
2MS16_4134-020,Experimental,Height_high_Vg,Short_row
2MS16_4134-021,Experimental,Height_high_Vg,Short_row
2MS16_4134-022,Experimental,Height_high_Vg,Short_row
2MS16_4134-023,Experimental,Height_high_Vg,Short_row
2MS16_4134-024,Experimental,Height_high_Vg,Short_row
2MS16_4134-025,Experimental,Height_high_Vg,Short_row
2MS16_4134-026,Experimental,Height_high_Vg,Short_row
2MS16_4134-027,Experimental,Height_high_Vg,Short_row
2MS16_4134-028,Experimental,Height_high_Vg,Short_row
2MS16_4134-029,Experimental,Height_high_Vg,Short_row
2MS16_4134-030,Experimental,Height_high_Vg,Short_row
2MS16_4134-031,Experimental,Height_high_Vg,Short_row
2MS16_4134-032,Experimental,Height_high_Vg,Short_row
2MS16_4134-033,Experimental,Height_high_Vg,Short_row
2MS16_4134-034,Experimental,Height_high_Vg,Short_row
2MS16_4134-035,Experimental,Height_high_Vg,Short_row
2MS16_4134-036,Experimental,Height_high_Vg,Short_row
2MS16_4134-037,Experimental,Height_high_Vg,Short_row
2MS16_4134-038,Experimental,Height_high_Vg,Short_row
2MS16_4134-039,Experimental,Height_high_Vg,Short_row
2MS16_4134-040,Experimental,Height_high_Vg,Short_row
2MS16_4134-041,Experimental,Height_high_Vg,Short_row
2MS16_4134-042,Experimental,Height_high_Vg,Short_row
2MS16_4134-043,Experimental,Height_high_Vg,Short_row
2MS16_4134-044,Experimental,Height_high_Vg,Short_row
2MS16_4134-045,Experimental,Height_high_Vg,Short_row
2MS16_4134-046,Experimental,Height_high_Vg,Short_row
2MS16_4134-047,Experimental,Height_high_Vg,Short_row
2MS16_4134-048,Experimental,Height_high_Vg,Short_row
2MS16_4134-049,Experimental,Height_high_Vg,Short_row
2MS16_4134-050,Experimental,Height_high_Vg,Short_row
2MS16_4134-051,Experimental,Height_high_Vg,Short_row
2MS16_4134-052,Experimental,Height_high_Vg,Short_row
2MS16_4134-053,Experimental,Height_high_Vg,Short_row
2MS16_4134-054,Experimental,Height_high_Vg,Short_row
2MS16_4134-055,Experimental,Height_high_Vg,Short_row
2MS16_4134-056,Experimental,Height_high_Vg,Short_row
2MS16_4134-057,Experimental,Height_high_Vg,Short_row
2MS16_4134-058,Experimental,Height_high_Vg,Short_row
2MS16_4134-059,Experimental,Height_high_Vg,Short_row
2MS16_4134-060,Experimental,Height_high_Vg,Short_row
2MS16_4134-061,Experimental,Height_high_Vg,Short_row
2MS16_4134-062,Experimental,Height_high_Vg,Short_row
2MS16_4134-063,Experimental,Height_high_Vg,Short_row
2MS16_4134-064,Experimental,Height_high_Vg,Short_row
2MS16_4134-065,Experimental,Height_high_Vg,Short_row
2MS16_4134-066,Experimental,Height_high_Vg,Short_row
2MS16_4134-067,Experimental,Height_high_Vg,Short_row
2MS16_4134-068,Experimental,Height_high_Vg,Short_row
2MS16_4134-069,Experimental,Height_high_Vg,Short_row
2MS16_4134-070,Experimental,Height_high_Vg,Short_row
2MS16_4134-071,Experimental,Height_high_Vg,Short_row
2MS16_4134-072,Experimental,Height_high_Vg,Short_row
2MS16_4134-073,Experimental,Height_high_Vg,Short_row
2MS16_4134-074,Experimental,Height_high_Vg,Short_row
2MS16_4134-075,Experimental,Height_high_Vg,Short_row
2MS16_4134-076,Experimental,Height_high_Vg,Short_row
2MS16_4134-077,Experimental,Height_high_Vg,Short_row
2MS16_4134-078,Experimental,Height_high_Vg,Short_row
2MS16_4134-079,Experimental,Height_high_Vg,Short_row
2MS16_4134-080,Experimental,Height_high_Vg,Short_row
2MS16_4134-081,Experimental,Height_high_Vg,Short_row
2MS16_4134-082,Experimental,Height_high_Vg,Short_row
2MS16_4134-083,Experimental,Height_high_Vg,Short_row
2MS16_4134-084,Experimental,Height_high_Vg,Short_row
2MS16_4134-085,Experimental,Height_high_Vg,Short_row
2MS16_4134-086,Experimental,Height_high_Vg,Short_row
2MS16_4134-087,Experimental,Height_high_Vg,Short_row
2MS16_4134-088,Experimental,Height_high_Vg,Short_row
2MS16_4134-089,Experimental,Height_high_Vg,Short_row
2MS16_4134-090,Experimental,Height_high_Vg,Short_row
2MS16_4134-091,Experimental,Height_high_Vg,Short_row
2MS16_4134-092,Experimental,Height_high_Vg,Short_row
2MS16_4134-093,Experimental,Height_high_Vg,Short_row
2MS16_4134-094,Experimental,Height_high_Vg,Short_row
2MS16_4134-095,Experimental,Height_high_Vg,Short_row
2MS16_4134-096,Experimental,Height_high_Vg,Short_row
2MS16_4134-097,Experimental,Height_high_Vg,Short_row
2MS16_4134-098,Experimental,Height_high_Vg,Short_row
2MS16_4138-001,Experimental,Height_low_Vg,Short_row
2MS16_4138-002,Experimental,Height_low_Vg,Short_row
2MS16_4138-003,Experimental,Height_low_Vg,Short_row
2MS16_4138-004,Experimental,Height_low_Vg,Short_row
2MS16_4138-005,Experimental,Height_low_Vg,Short_row
2MS16_4138-006,Experimental,Height_low_Vg,Short_row
2MS16_4138-007,Experimental,Height_low_Vg,Short_row
2MS16_4138-008,Experimental,Height_low_Vg,Short_row
2MS16_4138-009,Experimental,Height_low_Vg,Short_row
2MS16_4138-010,Experimental,Height_low_Vg,Short_row
2MS16_4138-011,Experimental,Height_low_Vg,Short_row
2MS16_4138-012,Experimental,Height_low_Vg,Short_row
2MS16_4138-013,Experimental,Height_low_Vg,Short_row
2MS16_4138-014,Experimental,Height_low_Vg,Short_row
2MS16_4138-015,Experimental,Height_low_Vg,Short_row
2MS16_4138-016,Experimental,Height_low_Vg,Short_row
2MS16_4138-017,Experimental,Height_low_Vg,Short_row
2MS16_4138-018,Experimental,Height_low_Vg,Short_row
2MS16_4138-019,Experimental,Height_low_Vg,Short_row
2MS16_4138-020,Experimental,Height_low_Vg,Short_row
2MS16_4138-021,Experimental,Height_low_Vg,Short_row
2MS16_4138-022,Experimental,Height_low_Vg,Short_row
2MS16_4138-023,Experimental,Height_low_Vg,Short_row
2MS16_4138-024,Experimental,Height_low_Vg,Short_row
2MS16_4138-025,Experimental,Height_low_Vg,Short_row
2MS16_4138-026,Experimental,Height_low_Vg,Short_row
2MS16_4138-027,Experimental,Height_low_Vg,Short_row
2MS16_4138-028,Experimental,Height_low_Vg,Short_row
2MS16_4138-029,Experimental,Height_low_Vg,Short_row
2MS16_4138-030,Experimental,Height_low_Vg,Short_row
2MS16_4138-031,Experimental,Height_low_Vg,Short_row
2MS16_4138-032,Experimental,Height_low_Vg,Short_row
2MS16_4138-033,Experimental,Height_low_Vg,Short_row
2MS16_4138-034,Experimental,Height_low_Vg,Short_row
2MS16_4138-035,Experimental,Height_low_Vg,Short_row
2MS16_4138-036,Experimental,Height_low_Vg,Short_row
2MS16_4138-037,Experimental,Height_low_Vg,Short_row
2MS16_4138-038,Experimental,Height_low_Vg,Short_row
2MS16_4138-039,Experimental,Height_low_Vg,Short_row
2MS16_4138-040,Experimental,Height_low_Vg,Short_row
2MS16_4138-041,Experimental,Height_low_Vg,Short_row
2MS16_4138-042,Experimental,Height_low_Vg,Short_row
2MS16_4138-043,Experimental,Height_low_Vg,Short_row
2MS16_4138-044,Experimental,Height_low_Vg,Short_row
2MS16_4138-045,Experimental,Height_low_Vg,Short_row
2MS16_4138-046,Experimental,Height_low_Vg,Short_row
2MS16_4138-047,Experimental,Height_low_Vg,Short_row
2MS16_4138-048,Experimental,Height_low_Vg,Short_row
2MS16_4138-049,Experimental,Height_low_Vg,Short_row
2MS16_4138-050,Experimental,Height_low_Vg,Short_row
2MS16_4138-051,Experimental,Height_low_Vg,Short_row
2MS16_4138-052,Experimental,Height_low_Vg,Short_row
2MS16_4138-053,Experimental,Height_low_Vg,Short_row
2MS16_4138-054,Experimental,Height_low_Vg,Short_row
2MS16_4138-055,Experimental,Height_low_Vg,Short_row
2MS16_4138-056,Experimental,Height_low_Vg,Short_row
2MS16_4138-057,Experimental,Height_low_Vg,Short_row
2MS16_4138-058,Experimental,Height_low_Vg,Short_row
2MS16_4138-059,Experimental,Height_low_Vg,Short_row
2MS16_4138-060,Experimental,Height_low_Vg,Short_row
2MS16_4138-061,Experimental,Height_low_Vg,Short_row
2MS16_4138-062,Experimental,Height_low_Vg,Short_row
2MS16_4138-063,Experimental,Height_low_Vg,Short_row
2MS16_4138-064,Experimental,Height_low_Vg,Short_row
2MS16_4138-065,Experimental,Height_low_Vg,Short_row
2MS16_4138-066,Experimental,Height_low_Vg,Short_row
2MS16_4138-067,Experimental,Height_low_Vg,Short_row
2MS16_4138-068,Experimental,Height_low_Vg,Short_row
2MS16_4138-069,Experimental,Height_low_Vg,Short_row
2MS16_4138-070,Experimental,Height_low_Vg,Short_row
2MS16_4138-071,Experimental,Height_low_Vg,Short_row
2MS16_4138-072,Experimental,Height_low_Vg,Short_row
2MS16_4138-073,Experimental,Height_low_Vg,Short_row
2MS16_4138-074,Experimental,Height_low_Vg,Short_row
2MS16_4138-075,Experimental,Height_low_Vg,Short_row
2MS16_4138-076,Experimental,Height_low_Vg,Short_row
2MS16_4138-077,Experimental,Height_low_Vg,Short_row
2MS16_4138-078,Experimental,Height_low_Vg,Short_row
2MS16_4138-079,Experimental,Height_low_Vg,Short_row
2MS16_4138-080,Experimental,Height_low_Vg,Short_row
2MS16_4138-081,Experimental,Height_low_Vg,Short_row
2MS16_4138-082,Experimental,Height_low_Vg,Short_row
2MS16_4138-083,Experimental,Height_low_Vg,Short_row
2MS16_4138-084,Experimental,Height_low_Vg,Short_row
2MS16_4138-085,Experimental,Height_low_Vg,Short_row
2MS16_4138-086,Experimental,Height_low_Vg,Short_row
2MS16_4138-087,Experimental,Height_low_Vg,Short_row
2MS16_4138-088,Experimental,Height_low_Vg,Short_row
2MS16_4138-089,Experimental,Height_low_Vg,Short_row
2MS16_4138-090,Experimental,Height_low_Vg,Short_row
2MS16_4138-091,Experimental,Height_low_Vg,Short_row
2MS16_4138-092,Experimental,Height_low_Vg,Short_row
2MS16_4138-093,Experimental,Height_low_Vg,Short_row
2MS16_4138-094,Experimental,Height_low_Vg,Short_row
2MS16_4138-095,Experimental,Height_low_Vg,Short_row
2MS16_4138-096,Experimental,Height_low_Vg,Short_row
2MS16_4138-097,Experimental,Height_low_Vg,Short_row
2MS16_4138-098,Experimental,Height_low_Vg,Short_row
2MS16_4138-099,Experimental,Height_low_Vg,Short_row
2MS16_4138-100,Experimental,Height_low_Vg,Short_row
2MS16_4138-101,Experimental,Height_low_Vg,Short_row
2MS16_4138-102,Experimental,Height_low_Vg,Short_row
2MS16_4138-103,Experimental,Height_low_Vg,Short_row
2MS16_4138-104,Experimental,Height_low_Vg,Short_row
2MS16_4138-105,Experimental,Height_low_Vg,Short_row
2MS16_4138-106,Experimental,Height_low_Vg,Short_row
2MS16_4138-107,Experimental,Height_low_Vg,Short_row
2MS16_4138-108,Experimental,Height_low_Vg,Short_row
2MS16_4138-109,Experimental,Height_low_Vg,Short_row
2MS16_4138-110,Experimental,Height_low_Vg,Short_row
2MS16_4138-111,Experimental,Height_low_Vg,Short_row
2MS16_4138-112,Experimental,Height_low_Vg,Short_row
2MS16_4138-113,Experimental,Height_low_Vg,Short_row
2MS16_4138-114,Experimental,Height_low_Vg,Short_row
2MS16_4138-115,Experimental,Height_low_Vg,Short_row
2MS16_4138-116,Experimental,Height_low_Vg,Short_row
2MS16_4138-117,Experimental,Height_low_Vg,Short_row
2MS16_4138-118,Experimental,Height_low_Vg,Short_row
2MS16_4138-119,Experimental,Height_low_Vg,Short_row
2MS16_4138-120,Experimental,Height_low_Vg,Short_row
2MS16_4138-121,Experimental,Height_low_Vg,Short_row
2MS16_4138-122,Experimental,Height_low_Vg,Short_row
2MS16_4138-123,Experimental,Height_low_Vg,Short_row
2MS16_4138-124,Experimental,Height_low_Vg,Short_row
2MS16_4138-125,Experimental,Height_low_Vg,Short_row
2MS16_4138-126,Experimental,Height_low_Vg,Short_row
2MS16_4138-127,Experimental,Height_low_Vg,Short_row
2MS16_4138-128,Experimental,Height_low_Vg,Short_row
2MS16_4138-129,Experimental,Height_low_Vg,Short_row
2MS16_4138-130,Experimental,Height_low_Vg,Short_row
2MS16_4138-131,Experimental,Height_low_Vg,Short_row
2MS16_4138-132,Experimental,Height_low_Vg,Short_row
2MS16_4138-133,Experimental,Height_low_Vg,Short_row
2MS16_4138-134,Experimental,Height_low_Vg,Short_row
2MS16_4138-135,Experimental,Height_low_Vg,Short_row
2MS16_4138-136,Experimental,Height_low_Vg,Short_row
2MS16_4138-137,Experimental,Height_low_Vg,Short_row
2MS16_4138-138,Experimental,Height_low_Vg,Short_row
2MS16_4138-139,Experimental,Height_low_Vg,Short_row
2MS16_4138-140,Experimental,Height_low_Vg,Short_row
2MS16_4138-141,Experimental,Height_low_Vg,Short_row
2MS16_4138-142,Experimental,Height_low_Vg,Short_row
2MS16_4138-143,Experimental,Height_low_Vg,Short_row
2MS16_4138-144,Experimental,Height_low_Vg,Short_row
2MS16_4138-145,Experimental,Height_low_Vg,Short_row
2MS16_4138-146,Experimental,Height_low_Vg,Short_row
2MS16_4138-147,Experimental,Height_low_Vg,Short_row
2MS16_4138-148,Experimental,Height_low_Vg,Short_row
2MS16_4138-149,Experimental,Height_low_Vg,Short_row
2MS16_4138-150,Experimental,Height_low_Vg,Short_row
2MS16_4138-151,Experimental,Height_low_Vg,Short_row
2MS16_4138-152,Experimental,Height_low_Vg,Short_row
2MS16_4138-153,Experimental,Height_low_Vg,Short_row
2MS16_4138-154,Experimental,Height_low_Vg,Short_row
2MS16_4138-155,Experimental,Height_low_Vg,Short_row
2MS16_4166-001,Experimental,Height_low_Vg,Short_row
2MS16_4166-002,Experimental,Height_low_Vg,Short_row
2MS16_4166-003,Experimental,Height_low_Vg,Short_row
2MS16_4166-004,Experimental,Height_low_Vg,Short_row
2MS16_4166-005,Experimental,Height_low_Vg,Short_row
2MS16_4166-006,Experimental,Height_low_Vg,Short_row
2MS16_4166-007,Experimental,Height_low_Vg,Short_row
2MS16_4166-008,Experimental,Height_low_Vg,Short_row
2MS16_4166-009,Experimental,Height_low_Vg,Short_row
2MS16_4166-010,Experimental,Height_low_Vg,Short_row
2MS16_4166-011,Experimental,Height_low_Vg,Short_row
2MS16_4166-012,Experimental,Height_low_Vg,Short_row
2MS16_4166-013,Experimental,Height_low_Vg,Short_row
2MS16_4166-014,Experimental,Height_low_Vg,Short_row
2MS16_4166-015,Experimental,Height_low_Vg,Short_row
2MS16_4166-016,Experimental,Height_low_Vg,Short_row
2MS16_4166-017,Experimental,Height_low_Vg,Short_row
2MS16_4166-018,Experimental,Height_low_Vg,Short_row
2MS16_4166-019,Experimental,Height_low_Vg,Short_row
2MS16_4166-020,Experimental,Height_low_Vg,Short_row
2MS16_4166-021,Experimental,Height_low_Vg,Short_row
2MS16_4166-022,Experimental,Height_low_Vg,Short_row
2MS16_4166-023,Experimental,Height_low_Vg,Short_row
2MS16_4166-024,Experimental,Height_low_Vg,Short_row
2MS16_4166-025,Experimental,Height_low_Vg,Short_row
2MS16_4166-026,Experimental,Height_low_Vg,Short_row
2MS16_4166-027,Experimental,Height_low_Vg,Short_row
2MS16_4166-028,Experimental,Height_low_Vg,Short_row
2MS16_4166-029,Experimental,Height_low_Vg,Short_row
2MS16_4166-030,Experimental,Height_low_Vg,Short_row
2MS16_4166-031,Experimental,Height_low_Vg,Short_row
2MS16_4166-032,Experimental,Height_low_Vg,Short_row
2MS16_4166-033,Experimental,Height_low_Vg,Short_row
2MS16_4166-034,Experimental,Height_low_Vg,Short_row
2MS16_4166-035,Experimental,Height_low_Vg,Short_row
2MS16_4166-036,Experimental,Height_low_Vg,Short_row
2MS16_4166-037,Experimental,Height_low_Vg,Short_row
2MS16_4166-038,Experimental,Height_low_Vg,Short_row
2MS16_4166-039,Experimental,Height_low_Vg,Short_row
2MS16_4166-040,Experimental,Height_low_Vg,Short_row
2MS16_4166-041,Experimental,Height_low_Vg,Short_row
2MS16_4166-042,Experimental,Height_low_Vg,Short_row
2MS16_4166-043,Experimental,Height_low_Vg,Short_row
2MS16_4166-044,Experimental,Height_low_Vg,Short_row
2MS16_4166-045,Experimental,Height_low_Vg,Short_row
2MS16_4166-046,Experimental,Height_low_Vg,Short_row
2MS16_4166-047,Experimental,Height_low_Vg,Short_row
2MS16_4166-048,Experimental,Height_low_Vg,Short_row
2MS16_4166-049,Experimental,Height_low_Vg,Short_row
2MS16_4166-050,Experimental,Height_low_Vg,Short_row
2MS16_4166-051,Experimental,Height_low_Vg,Short_row
2MS16_4166-052,Experimental,Height_low_Vg,Short_row
2MS16_4166-053,Experimental,Height_low_Vg,Short_row
2MS16_4166-054,Experimental,Height_low_Vg,Short_row
2MS16_4166-055,Experimental,Height_low_Vg,Short_row
2MS16_4166-056,Experimental,Height_low_Vg,Short_row
2MS16_4166-057,Experimental,Height_low_Vg,Short_row
2MS16_4166-058,Experimental,Height_low_Vg,Short_row
2MS16_4166-059,Experimental,Height_low_Vg,Short_row
2MS16_4166-060,Experimental,Height_low_Vg,Short_row
2MS16_4166-061,Experimental,Height_low_Vg,Short_row
2MS16_4166-062,Experimental,Height_low_Vg,Short_row
2MS16_4166-063,Experimental,Height_low_Vg,Short_row
2MS16_4166-064,Experimental,Height_low_Vg,Short_row
2MS16_4166-065,Experimental,Height_low_Vg,Short_row
2MS16_4166-066,Experimental,Height_low_Vg,Short_row
2MS16_4166-067,Experimental,Height_low_Vg,Short_row
2MS16_4166-068,Experimental,Height_low_Vg,Short_row
2MS16_4166-069,Experimental,Height_low_Vg,Short_row
2MS16_4166-070,Experimental,Height_low_Vg,Short_row
2MS16_4166-071,Experimental,Height_low_Vg,Short_row
2MS16_4166-072,Experimental,Height_low_Vg,Short_row
2MS16_4166-073,Experimental,Height_low_Vg,Short_row
2MS16_4166-074,Experimental,Height_low_Vg,Short_row
2MS16_4166-075,Experimental,Height_low_Vg,Short_row
2MS16_4166-076,Experimental,Height_low_Vg,Short_row
2MS16_4166-077,Experimental,Height_low_Vg,Short_row
2MS16_4166-078,Experimental,Height_low_Vg,Short_row
2MS16_4166-079,Experimental,Height_low_Vg,Short_row
2MS16_4166-080,Experimental,Height_low_Vg,Short_row
2MS16_4166-081,Experimental,Height_low_Vg,Short_row
2MS16_4166-082,Experimental,Height_low_Vg,Short_row
2MS16_4166-083,Experimental,Height_low_Vg,Short_row
2MS16_4166-084,Experimental,Height_low_Vg,Short_row
2MS16_4166-085,Experimental,Height_low_Vg,Short_row
2MS16_4166-086,Experimental,Height_low_Vg,Short_row
2MS16_4166-087,Experimental,Height_low_Vg,Short_row
2MS16_4166-088,Experimental,Height_low_Vg,Short_row
2MS16_4166-089,Experimental,Height_low_Vg,Short_row
2MS16_4166-090,Experimental,Height_low_Vg,Short_row
2MS16_4166-091,Experimental,Height_low_Vg,Short_row
2MS16_4166-092,Experimental,Height_low_Vg,Short_row
2MS16_4166-093,Experimental,Height_low_Vg,Short_row
2MS16_4166-094,Experimental,Height_low_Vg,Short_row
2MS16_4166-095,Experimental,Height_low_Vg,Short_row
2MS16_4166-096,Experimental,Height_low_Vg,Short_row
2MS16_4166-097,Experimental,Height_low_Vg,Short_row
2MS16_4166-098,Experimental,Height_low_Vg,Short_row
2MS16_4166-099,Experimental,Height_low_Vg,Short_row
2MS16_4166-100,Experimental,Height_low_Vg,Short_row
2MS16_4166-101,Experimental,Height_low_Vg,Short_row
2MS16_4166-102,Experimental,Height_low_Vg,Short_row
2MS16_4166-103,Experimental,Height_low_Vg,Short_row
2MS16_4166-104,Experimental,Height_low_Vg,Short_row
2MS16_4166-105,Experimental,Height_low_Vg,Short_row
2MS16_4166-106,Experimental,Height_low_Vg,Short_row
2MS16_4166-107,Experimental,Height_low_Vg,Short_row
2MS16_4166-108,Experimental,Height_low_Vg,Short_row
2MS16_4166-109,Experimental,Height_low_Vg,Short_row
2MS16_4166-110,Experimental,Height_low_Vg,Short_row
2MS16_4166-111,Experimental,Height_low_Vg,Short_row
2MS16_4166-112,Experimental,Height_low_Vg,Short_row
2MS16_4166-113,Experimental,Height_low_Vg,Short_row
2MS16_4166-114,Experimental,Height_low_Vg,Short_row
2MS16_4166-115,Experimental,Height_low_Vg,Short_row
2MS16_4166-116,Experimental,Height_low_Vg,Short_row
2MS16_4166-117,Experimental,Height_low_Vg,Short_row
2MS16_4166-118,Experimental,Height_low_Vg,Short_row
2MS16_4166-119,Experimental,Height_low_Vg,Short_row
2MS16_4166-120,Experimental,Height_low_Vg,Short_row
2MS16_4166-121,Experimental,Height_low_Vg,Short_row
2MS16_4166-122,Experimental,Height_low_Vg,Short_row
2MS16_4166-123,Experimental,Height_low_Vg,Short_row
2MS16_4166-124,Experimental,Height_low_Vg,Short_row
2MS16_4166-125,Experimental,Height_low_Vg,Short_row
2MS16_4166-126,Experimental,Height_low_Vg,Short_row
2MS16_4166-127,Experimental,Height_low_Vg,Short_row
2MS16_4166-128,Experimental,Height_low_Vg,Short_row
2MS16_4166-129,Experimental,Height_low_Vg,Short_row
2MS16_4166-130,Experimental,Height_low_Vg,Short_row
2MS16_4166-131,Experimental,Height_low_Vg,Short_row
2MS16_4166-132,Experimental,Height_low_Vg,Short_row
2MS16_4166-133,Experimental,Height_low_Vg,Short_row
2MS16_4166-134,Experimental,Height_low_Vg,Short_row
2MS16_4166-135,Experimental,Height_low_Vg,Short_row
2MS16_4166-136,Experimental,Height_low_Vg,Short_row
2MS16_4166-137,Experimental,Height_low_Vg,Short_row
2MS16_4166-138,Experimental,Height_low_Vg,Short_row
2MS16_4166-139,Experimental,Height_low_Vg,Short_row
2MS16_4166-140,Experimental,Height_low_Vg,Short_row
2MS16_4166-141,Experimental,Height_low_Vg,Short_row
2MS16_4166-142,Experimental,Height_low_Vg,Short_row
2MS16_4166-143,Experimental,Height_low_Vg,Short_row
2MS16_4166-144,Experimental,Height_low_Vg,Short_row
2MS16_4166-145,Experimental,Height_low_Vg,Short_row
2MS16_4166-146,Experimental,Height_low_Vg,Short_row
2MS16_4166-147,Experimental,Height_low_Vg,Short_row
2MS16_4139-001,Experimental,Yield_high_Vg,Short_row
2MS16_4139-002,Experimental,Yield_high_Vg,Short_row
2MS16_4139-003,Experimental,Yield_high_Vg,Short_row
2MS16_4139-004,Experimental,Yield_high_Vg,Short_row
2MS16_4139-005,Experimental,Yield_high_Vg,Short_row
2MS16_4139-006,Experimental,Yield_high_Vg,Short_row
2MS16_4139-007,Experimental,Yield_high_Vg,Short_row
2MS16_4139-008,Experimental,Yield_high_Vg,Short_row
2MS16_4139-009,Experimental,Yield_high_Vg,Short_row
2MS16_4139-010,Experimental,Yield_high_Vg,Short_row
2MS16_4139-011,Experimental,Yield_high_Vg,Short_row
2MS16_4139-012,Experimental,Yield_high_Vg,Short_row
2MS16_4139-013,Experimental,Yield_high_Vg,Short_row
2MS16_4139-014,Experimental,Yield_high_Vg,Short_row
2MS16_4139-015,Experimental,Yield_high_Vg,Short_row
2MS16_4139-016,Experimental,Yield_high_Vg,Short_row
2MS16_4139-017,Experimental,Yield_high_Vg,Short_row
